interview_uuid,category,created,text,body,caption_var
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
c68a366dd0a241cd9f3fc33107e10903,demographics,33:00.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,What is your gender?,2. Male,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,What is your age?,1. 18-29,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
52e6db33462046c1ab4dd28baaeda09d,demographics,56:46.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,What is your gender?,2. Male,
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,What is your age?,1. 18-29,
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,
4fc50cda140b48619200482a73c96f4a,demographics,36:42.1,"On average, how many hours of television do you watch per week?",2. 6-10 hours,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,What is your gender?,2. Male,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,What is your age?,1. 18-29,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,
9bcacf748c394c8396c5ed2bce634990,demographics,37:54.1,"On average, how many hours of television do you watch per week?",1. 1-5 hours,
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,What is your gender?,1. Female,demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,What is your age?,1. 18-29,demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,How often do you use closed captions when watching live-televised programming?,1. Always,demo
6521b38a5546436487ba82cd8d404148,demographics,47:32.4,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
29142174b0c24960a143272fff025b8a,demographics,07:03.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,
29142174b0c24960a143272fff025b8a,demographics,07:03.3,What is your gender?,2. Male,
29142174b0c24960a143272fff025b8a,demographics,07:03.3,What is your age?,1. 18-29,
29142174b0c24960a143272fff025b8a,demographics,07:03.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),
29142174b0c24960a143272fff025b8a,demographics,07:03.3,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,
29142174b0c24960a143272fff025b8a,demographics,07:03.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,
29142174b0c24960a143272fff025b8a,demographics,07:03.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,What is your gender?,2. Male,demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,What is your age?,1. 18-29,demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
1ccd0d04e4c24a9d9a28fcd7bfe5cb83,demographics,16:39.2,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,What is your gender?,1. Female,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,What is your age?,1. 18-29,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
8fb9f6d75ee0404eb4db86bb17991088,demographics,16:51.2,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,What is your gender?,2. Male,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,What is your age?,1. 18-29,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
9de393c400c4499f98717997361f2fed,demographics,43:31.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,What is your gender?,1. Female,demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,What is your age?,1. 18-29,demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
8db604aca100490dac53d8ed3b81fcf0,demographics,49:13.6,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,What is your gender?,1. Female,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,What is your age?,1. 18-29,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
0d30d172db5c40948f8585f1e675e191,demographics,51:06.9,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,What is your gender?,2. Male,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,What is your age?,1. 18-29,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
eecfe1dae11b4cf2b09fe6c1e54774b5,demographics,04:10.3,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,What is your gender?,2. Male,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,What is your age?,1. 18-29,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
aefebbce3ed94bbc99c1361e48b90c1f,demographics,23:21.7,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,What is your gender?,1. Female,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,What is your age?,1. 18-29,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
191560be138647d9a3e7a82d16a72846,demographics,27:56.7,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,What is your gender?,2. Male,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,What is your age?,1. 18-29,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
97fe4863374e4641ad55cd256466e555,demographics,49:57.3,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,What is your gender?,1. Female,demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,What is your age?,1. 18-29,demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
3e5a68d2500f412abea6e66fd83da878,demographics,10:58.2,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,What is your gender?,2. Male,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,What is your age?,2. 30-39,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
c682e11225244671b7ba1e21852b2da0,demographics,54:18.4,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,What is your gender?,2. Male,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,What is your age?,1. 18-29,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
4f75600ef70c4f58803c5d4a4e3285b9,demographics,48:38.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,What is your gender?,2. Male,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,What is your age?,1. 18-29,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
fb81eadcb3314da6ae6758f94b5f08e8,demographics,28:59.0,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,What is your gender?,2. Male,demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,What is your age?,1. 18-29,demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,How often do you use closed captions when watching live-televised programming?,1. Always,demo
f52ffa1bb9d14970a1f7f46aff92e6cb,demographics,10:11.1,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,What is your gender?,1. Female,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,What is your age?,1. 18-29,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
95948c395e1f4dfd8a139b972a05ef42,demographics,14:41.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,What is your gender?,2. Male,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,What is your age?,1. 18-29,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
7a266e92bf4c43c0bdd0b96f9e1e4165,demographics,15:07.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,What is your gender?,2. Male,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,What is your age?,1. 18-29,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
20807d3f6bdc47cf9a59a4c986aea10a,demographics,17:31.9,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,What is your gender?,2. Male,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,What is your age?,1. 18-29,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
1ecea1bd418e43a697ea822eefefc2e3,demographics,17:33.9,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,What is your gender?,2. Male,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,What is your age?,1. 18-29,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
2917fe1b3f2c48f3b2d9298cbc9ee010,demographics,37:07.7,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,What is your gender?,2. Male,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,What is your age?,2. 30-39,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
c591e198da4d4fe9b41884f16e592e26,demographics,41:52.4,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,What is your gender?,1. Female,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,What is your age?,1. 18-29,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
2ee6db63f1b04369802e0e456c5d3168,demographics,07:39.1,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,What is your gender?,2. Male,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,What is your age?,1. 18-29,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
efd0028ad90f4cd49e9851799c6aeba3,demographics,15:36.6,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,What is your gender?,1. Female,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,What is your age?,1. 18-29,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
fed758f8c46e48c48ab745f0b0f3f82f,demographics,16:26.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,What is your gender?,1. Female,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,What is your age?,4. 50-59,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,What is your highest level of education completed?,5. Graduate school,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,How often do you use closed captions when watching live-televised programming?,1. Always,demo
35c2446de1b6479584470bff75dc45ee,demographics,50:48.5,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,What is your gender?,2. Male,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,What is your age?,5. 60+,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,What is your highest level of education completed?,5. Graduate school,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,How often do you use closed captions when watching live-televised programming?,1. Always,demo
14ac5c3930164d67839097d8f64449af,demographics,42:26.2,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,What is your gender?,2. Male,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,What is your age?,2. 30-39,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
4005b63a4ba74dc89fa33fb57140886c,demographics,14:11.3,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,What is your gender?,1. Female,demo
b7339943af1c4ee2b3bba8ba5e08c05b,demographics,57:39.3,What is your age?,2. 30-39,demo
